,Jumps,Enemies Killed,Difficulty,Time
Jumps,30.35399350649353,-3.550032467532469,0.15530923630449242,11.3816883116883
Enemies Killed,-3.550032467532469,8.518409090909094,0.1972417629808521,-0.00584415584415588
Difficulty,0.15530923630449242,0.1972417629808521,0.0066097848795235465,0.1026671431035759
Time,11.3816883116883,-0.00584415584415588,0.1026671431035759,5.435324675324664
