,Jumps,Enemies Killed,Difficulty,Time
Jumps,16.28546626984127,-0.5558035714285714,0.271938775510204,5.074156746031746
Enemies Killed,-0.5558035714285714,6.348958333333333,0.303202221059364,1.2805059523809523
Difficulty,0.271938775510204,0.303202221059364,0.02061165885428925,0.18658497587069017
Time,5.074156746031746,1.2805059523809523,0.18658497587069017,3.3191964285714284
