% # columns="iteration, evaluation, void, void, void, xmean", seed=266001, Thu Oct 17 17:45:17 2024, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 14 0 0 0 -0.025277152577230372 -0.2885068224334014 0.12405886552297125 -0.11725828651607995 -0.13346548202542383 0.10609005408908652 0.2051816308252127 0.15954750480851584 -0.005941237268519155 -0.057103141884340056 -0.5565771636648192 -0.3569695443016423 0.08764457618890403 -0.15952841265214918 -0.14634240187994793 -0.30095909944652666 -0.279388415562455 -0.20714596439415678 -0.09744206280445898 0.006381499739656295 -0.11271318952588245 0.11728496562635156 0.18648028863106192 -0.1469236393941425 -0.5850807480453265 -0.0009164473276501552 -0.07061442881967633 -0.12772349430553745 0.020677396372401582 0.11030909617505888 -0.1291388483317081 -0.35023208579148074
2 28 0 0 0 0.02750148182367226 0.029210872632234205 0.07930036439853748 -0.16394412934144786 -0.18075808574919272 -0.07026869952623509 0.38854042268010136 0.03640610290816477 0.39166428210454807 0.0687576877876517 -0.5116869958273456 0.14924453856428482 0.2860530724432957 -0.45877913483752314 0.00917562584163602 -0.3048807573827308 -0.004306979767333073 -0.46785375944711877 0.16413033426988094 0.15324198296799044 0.037721049046088174 -0.4144631229476975 0.29732726691310235 -0.1162297664129035 -0.5996797836194054 0.23366352935627702 0.3578620477721001 -0.034471733354649925 0.2644692402046981 0.30265405219421654 0.34570351520275716 -0.5504626427894808
3 42 0 0 0 0.04931733071539278 0.3741861235020498 0.1664251771817392 -0.003872303202799996 -0.42295394680637133 0.1040464357251482 0.16589173331108728 0.14109234487765526 0.5382717708454101 -0.10803471709000328 -0.9436606409409287 -0.10169568975778076 0.25252425009984203 -0.5984450261287395 -0.18107907095839101 -0.5443286747475702 -0.15518073238817007 -0.8024954844693576 0.18410509664149896 0.30368188946742625 -1.1971449503287834e-05 -0.6133537709104575 0.5595599259717982 -0.2474736823352001 -0.578818368854928 0.12436721953187807 0.09721771827399377 -0.3504468067448639 0.4214160761481597 0.36992875856383134 0.3080140986407344 -0.4804969075709983
4 56 0 0 0 0.04417928591474594 0.4339530034206798 0.4918988800256508 0.03484210515163985 -0.6024117358398271 -0.2499490265537781 0.10703319195686817 0.11514356635273018 0.5145202476624355 -0.22949673072096344 -1.3575030699188397 -0.09736132029227994 0.2656348665567755 -0.2508407843467606 0.026565529721223943 -0.5447813100680916 -0.25306381751730017 -0.8852258683263478 0.14969628689388184 0.5233460415390853 -0.1775728325259466 -0.38310474078324075 0.32200475802774114 -0.6107693642148153 -0.5393363307997907 0.018221641171208038 0.1958301141946729 -0.5472740387192134 0.5536491383762783 0.19224296851880227 0.6183008454627786 -0.27931962722569853
5 70 0 0 0 0.41921434618486547 0.5079083725571849 0.4312984265736516 -0.07003875907710287 -0.5311240119900376 -0.033173622006680926 0.02113630851740834 0.15709996521340908 0.4714449909182403 -0.484965985928231 -1.3003958321678653 -0.14673860027741548 0.17916884118686358 -0.12888696585347545 0.03151196245112824 -0.41757407034499566 -0.38289851888490223 -1.0947887170855282 0.44670056374223815 0.4277912248548746 -0.1406559919871276 -0.5489342727416157 0.08763172779814797 -0.6542808492937131 -0.9272495383051286 0.07026450417694653 0.3139561127825371 -0.686945462406926 0.7709582085181217 -0.2752677771338085 0.5968528043402965 -0.3729835691974722
6 84 0 0 0 0.5012940668707783 0.4487924417234245 0.45582344877587333 0.17857886256509553 -0.524257631832698 0.04103618542170883 0.0662217868544071 0.10204839472503235 0.5371095359678715 -0.3550206113742174 -1.3678500257382362 0.09060075561078619 -0.3699217556792895 -0.20186344193945846 0.1210278692426251 -0.23340378060637842 -0.5245510719987617 -1.4065048619499598 0.3389099125600795 0.0995067535193019 0.2899464307207848 -0.45442348463657506 0.31876627019091036 -0.44121164952499065 -1.1045346592099774 0.28065141288959733 0.43986701202995787 -0.5059739565926271 0.7377773343167027 -0.44011821025383246 0.6604242168417583 0.011406011444651214
7 98 0 0 0 0.5076406177976968 0.4018959916877072 0.929469378318195 0.15037647106440932 -0.6376640431518616 -0.03589006578101691 -0.3199769103388075 -0.0017601728196563401 0.47091167744804974 -0.28791367525781725 -1.3278754985687875 -0.2202057518440269 -0.5483593698358143 -0.2238884405249093 0.0628311581234012 -0.17256452192694888 -0.4782485366546139 -1.7029296293741403 0.4357077898726348 0.3712094012438375 0.38505035949205385 -0.5766758067140427 0.42681210518211954 -0.7762818181665903 -0.9286146668740163 0.56660552486419 0.5712749373751403 -0.5670993667640841 0.4849514950776565 -0.7797610799327788 0.6528196011240059 0.2725647267994458
8 112 0 0 0 0.6273926598685117 0.5771628640199906 0.9446234416229501 0.24248783058559803 -0.987454141242957 0.34970491341418825 -0.16357845365310786 0.026164899963792992 0.3052726485539282 -0.2945083001341142 -1.3661375188632432 -0.5559247566366831 -0.5377520443858892 -0.4295896398266732 0.23034154910434854 -0.6188024038629218 -0.8777160911729295 -1.85089322795673 0.02986757448911186 0.5876730332387982 0.7668706043314967 -0.8557817336852039 0.5017094647728769 -0.8666977029782543 -0.9884456884817007 0.4581350240279173 0.8615638484809772 -0.7440127968892338 0.24806282349919329 -0.5829782971626541 1.0317693411585689 0.2672125353523251
9 126 0 0 0 0.18134506368470302 0.540969491354282 1.032122597360324 0.4650967905545333 -1.1226691849594082 0.3757776101807554 0.034535607612985846 0.06974148538272926 0.2358647364087528 -0.27796758416494705 -1.3944991355058953 -0.5941317121609018 -1.0275181920603 -0.33668649600969464 0.4820092164835025 -0.4855036552487931 -1.0402737409273082 -2.1669223540159397 -0.26912486457241824 0.6445607863868902 0.5516363387711187 -0.6409525575219599 0.5496103555299127 -0.7803379891356742 -1.3068654055185578 0.3203646431262609 0.7917644359102898 -0.6417867072772043 0.6184807191617777 -0.7013306277244117 1.0647602396094475 -0.12136360859524901
10 140 0 0 0 0.237055557511059 0.40776526181063305 1.2522296222795204 0.3741538379683134 -0.9827888716509001 0.1462484917741857 -0.2999085965889949 0.29861563805288527 0.2390376862842326 0.06952826924230479 -1.3789614793784482 -0.3443605445012526 -1.115096467987996 -0.34543593828128133 0.65028320993123 -0.5594131506175541 -1.0865954674369522 -2.4166911576698724 -0.21979483148363121 0.4743047629775699 0.7147518733379655 -0.5587917119625591 0.3715858517912547 -0.8496739655795948 -1.41501270933834 0.6033935661100218 0.8696592102471438 -0.6626173220055669 0.7812622733203785 -0.6751809347848207 1.1456956206251856 0.5983447431379358
